
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000865                       # Number of seconds simulated (Second)
simTicks                                    865079250                       # Number of ticks simulated (Tick)
finalTick                                   865079250                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     46.12                       # Real time elapsed on the host (Second)
hostTickRate                                 18757015                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     812256                       # Number of bytes of host memory used (Byte)
simInsts                                      5255394                       # Number of instructions simulated (Count)
simOps                                       10123767                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   113949                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     219506                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           250                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          3460318                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.658432                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.518760                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        10879406                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      102                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       10624956                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   7639                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               755735                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1429515                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  54                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             3251667                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.267541                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.406708                       # Number of insts issued each cycle (Count)
system.cpu.icache.demandMisses::total            2580                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst         2580                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total           2580                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst     95374250                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total     95374250                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst     95374250                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total     95374250                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst       906983                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total        906983                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst       906983                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total       906983                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.002845                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.002845                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.002845                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.002845                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 36966.763566                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 36966.763566                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 36966.763566                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 36966.763566                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs          332                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_wbuffers            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs            7                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_wbuffers            0                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      47.428571                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_wbuffers          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.writebacks::writebacks         1613                       # number of writebacks (Count)
system.cpu.icache.writebacks::total              1613                       # number of writebacks (Count)
system.cpu.icache.demandMshrHits::cpu.inst          453                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total           453                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst          453                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total          453                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst         2127                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total         2127                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst         2127                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total         2127                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst     81613000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total     81613000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst     81613000                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total     81613000                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.002345                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.002345                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.002345                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.002345                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 38370.004701                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 38370.004701                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 38370.004701                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 38370.004701                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   1613                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst       904403                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total          904403                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         2580                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          2580                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst     95374250                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total     95374250                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst       906983                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total       906983                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.002845                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.002845                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 36966.763566                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 36966.763566                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          453                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          453                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         2127                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         2127                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst     81613000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total     81613000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.002345                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.002345                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 38370.004701                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 38370.004701                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED    865079250                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           504.482808                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs               906529                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               2126                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs             426.401223                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               88750                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   504.482808                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.985318                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.985318                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0          213                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::2          299                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses            7257990                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses           7257990                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED    865079250                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                     28157                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                     176930                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                     5148                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts               10879508                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                 1561                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                  1114323                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                  632733                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                    36                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                       472                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                     4511                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents            187                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect          10525                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect        17827                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts                28352                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                 10556965                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount                10546458                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                   7312346                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                  11712399                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        3.047829                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.624325                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock           4000                       # Clock period in ticks (Tick)
system.cpu.lsq0.forwLoads                      178456                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                   65181                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                  233                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                 187                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                  26738                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                 1025                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                     93                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples            1049142                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::mean              3.828543                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::stdev            18.226837                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::0-9                1043245     99.44%     99.44% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::10-19                  308      0.03%     99.47% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::20-29                 3590      0.34%     99.81% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::30-39                  112      0.01%     99.82% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::40-49                   19      0.00%     99.82% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::50-59                   20      0.00%     99.82% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::60-69                    9      0.00%     99.82% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::70-79                    9      0.00%     99.83% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::80-89                   11      0.00%     99.83% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::90-99                    8      0.00%     99.83% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::100-109                 19      0.00%     99.83% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::110-119                 11      0.00%     99.83% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::120-129                 17      0.00%     99.83% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::130-139                 49      0.00%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::140-149                 31      0.00%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::150-159                 28      0.00%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::160-169                 35      0.00%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::170-179                 10      0.00%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::180-189                 16      0.00%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::190-199                 14      0.00%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::200-209                 12      0.00%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::210-219                 11      0.00%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::220-229                 14      0.00%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::230-239                 10      0.00%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::240-249                 14      0.00%     99.86% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::250-259                 25      0.00%     99.86% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::260-269                  6      0.00%     99.86% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::270-279                 89      0.01%     99.87% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::280-289                 10      0.00%     99.87% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::290-299                  6      0.00%     99.87% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::overflows             1384      0.13%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::max_value             1563                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::total              1049142                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.addedLoadsAndStores           1747056                       # Number of loads and stores written to the Load Store Queue (Count)
system.cpu.mmu.dtb.rdAccesses                 1100982                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                  621488                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.exAccesses                       0                       # TLB accesses on execute (instr) requests (Count)
system.cpu.mmu.dtb.rdMisses                       558                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                       126                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.exMisses                         0                       # TLB misses on execute (instr) requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED    865079250                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                       0                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.exAccesses                  907909                       # TLB accesses on execute (instr) requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                         0                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.exMisses                      1140                       # TLB misses on execute (instr) requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED    865079250                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON    865079250                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.status::Running             1773472     54.54%     54.54% # Number of cycles rename is running (Cycle)
system.cpu.rename.status::Idle                1033259     31.78%     86.32% # Number of cycles rename is idle (Cycle)
system.cpu.rename.status::Squashing             28157      0.87%     87.18% # Number of cycles rename is squashing (Cycle)
system.cpu.rename.status::Blocked              281336      8.65%     95.83% # Number of cycles rename is blocking (Cycle)
system.cpu.rename.status::Unblocking           132681      4.08%     99.92% # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.status::SerializeStall         2762      0.08%    100.00% # Number of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.renamedInsts               11066583                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                  5163                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                  35978                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                   3797                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                  77986                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents              17                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands            17932929                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                    35941265                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 12593246                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                    914806                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps              16243459                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                  1689461                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                      79                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  61                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                    208338                       # count of insts added to the skid buffer (Count)
system.cpu.rename.intReturned                 7273905                       # count of registers freed and written back to integer free list (Count)
system.cpu.rename.fpReturned                   461562                       # count of registers freed and written back to floating point free list (Count)
system.cpu.rob.reads                         13329228                       # The number of ROB reads (Count)
system.cpu.rob.writes                        21852962                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                  5255394                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   10123767                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                1655137                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                  1079                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp                 4776                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty           1877                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackClean           1613                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict               2966                       # Transaction distribution (Count)
system.l2bus.transDist::HardPFReq                5594                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeReq                  1                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeResp                 1                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq                 840                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp                840                       # Transaction distribution (Count)
system.l2bus.transDist::ReadCleanReq             2127                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq            2650                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port         5864                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port         9960                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                    15824                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port       239168                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port       329536                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                    568704                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                              7461                       # Total snoops (Count)
system.l2bus.snoopTraffic                       14080                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples               13077                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.017053                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.129473                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                     12854     98.29%     98.29% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                       223      1.71%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total                 13077                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED    865079250                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy              4188250                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy             1595247                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy             2618248                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests           10209                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests         4592                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests            3                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops               219                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops          219                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst              1278                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data              2380                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total                 3658                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst             1278                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data             2380                       # number of overall hits (Count)
system.l2cache.overallHits::total                3658                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst             847                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data            1110                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total               1957                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst            847                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data           1110                       # number of overall misses (Count)
system.l2cache.overallMisses::total              1957                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst     73257500                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data    102671750                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total     175929250                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst     73257500                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data    102671750                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total    175929250                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst          2125                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data          3490                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total             5615                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst         2125                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data         3490                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total            5615                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.398588                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.318052                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.348531                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.398588                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.318052                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.348531                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 86490.554900                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::cpu.data 92497.072072                       # average overall miss latency in ticks ((Tick/Count))
